Course Name,Department,CourseNum
HNR-BIOMEDICAL GENETICS,GENE,320
BACTERIAL GENETICS,GENE,406
BIOTECH CROP IMPROVEMENT,GENE,411
HNR-BIOETHICS,GENE,420
ADVANCED HUMAN GENETICS,GENE,421
MOLECULAR GENETICS,GENE,431
MOLECULAR GENETICS LAB,GENE,432
BACTERIOPHAGE GENOMICS,GENE,464
HNR-RESEARCH,GENE,491
CYTOGENETICS,GENE,620
APPLIED ANIMAL GENOMICS,GENE,629
MOL QUANT GENE PLNT BRED,GENE,643
MOLECULAR EVOLUTION,GENE,648
COMPLEX GENOMES,GENE,654
COMPLEX GENOMES LAB,GENE,655
BIOINFORM METAGENOMCS DATA ANL,GENE,656
COMMAND LINE SKILLS,GENE,657
DIFFERENTIAL GENE EXPRESSION,GENE,658
GENE EXPRESSION,GENE,673
GENES AND DISEASES,GENE,677
SEMINAR,GENE,681
SEMINAR PRESENTATION,GENE,682
DIRECTED STUDIES,GENE,685
SPTP: SINGLE CELL RNA SEQ DATA,GENE,689
RESEARCH,GENE,691
TEACHING GENETICS LABS,GENE,697
INTRO TO HUMAN GEOG,GEOG,201
GEOG OF GLOBAL VILLAGE,GEOG,202
PLANET EARTH,GEOG,203
ENVIRONMENTAL CHANGE,GEOG,205
PLANET EARTH LAB,GEOG,213
GEOSPATIAL CORNERSTONE,GEOG,215
GEOGRAPHY OF THE U S,GEOG,301
ECONOMIC GEOGRAPHY,GEOG,304
GEOGRAPHY OF TEXAS,GEOG,305
DATA ANALYSIS IN GEOG,GEOG,312
GLOBAL CLIMATIC REGION,GEOG,324
RESOURCES & THE ENV,GEOG,330
GEOMORPHOLOGY,GEOG,331
PATTERN & PROC BIOGEOG,GEOG,335
GNSS IN THE GEOSCIENCES,GEOG,352
NATURAL HAZARDS,GEOG,360
REMOTE SENSING GEOS,GEOG,361
WRKSHP IN ENVIR STDIES,GEOG,380
PRINCIPLES OF GIS,GEOG,390
ENVIRONMENTAL JUSTICE,GEOG,430
HIST & NATURE OF GEOG,GEOG,440
FIELD GEOGRAPHY,GEOG,450
DIGITAL IMAGE PROCESSING,GEOG,461
ADVANCED GIS,GEOG,475
GIS PRACTICUM,GEOG,476
WEBGIS,GEOG,478
INTERNSHIP,GEOG,484
RESEARCH,GEOG,491
GEOG RESEARCH DESIGN,GEOG,611
URBAN GEOGRAPHY,GEOG,616
CULTURAL POLITICAL ECOL,GEOG,629
REMOTE SENSING GEOG ANL,GEOG,651
GEODATABASES,GEOG,659
APPLICATIONS IN GIS,GEOG,660
DIG IMAGE PROC & ANALY,GEOG,661
GIS IN LAND & PROP MGMNT,GEOG,662
GIS IN PETROLEUM,GEOG,663
GIS MODELLING,GEOG,665
GIS PROGRAMMING,GEOG,676
WEBGIS,GEOG,678
SEMINAR,GEOG,681
DIRECTED STUDIES,GEOG,685
RESEARCH,GEOG,691
FRONTIERS IN GISCIENCE,GEOG,695
PRINCIPLES OF GEOLOGY,GEOL,101
PRINCIPLES OF GEOLOGY LAB,GEOL,102
PHYSICAL GEOLOGY,GEOL,104
HISTORICAL GEOLOGY,GEOL,106
HISTORY OF THE EARTH,GEOL,152
MINERALOGY,GEOL,203
HNR-DINOSAUR WORLD,GEOL,207
GEOLOGICAL COMMUNICATION,GEOL,210
GEOLOGICAL FIELD METHODS,GEOL,250
IGNEOUS & METAMORPHIC PETROLOG,GEOL,304
SEDIMENTOLOGY & STRATIGRAPHY,GEOL,306
PLANETARY GEOLOGY,GEOL,310
STRUCTURE & TECTONICS,GEOL,312
PALEONTOLOGY AND GEOBIOLOGY,GEOL,314
GEOLOGIC FIELD TRIPS,GEOL,330
SUMMER FIELD GEOLOGY,GEOL,350
GEOLOGY OF PETROLEUM,GEOL,404
HNR-HYDROGEOLOGY,GEOL,410
ENVIRONMENTAL HYDROGEOLOGY,GEOL,412
GEOLOGY SENIOR PROJECT,GEOL,450
DIRECTED STUDIES,GEOL,485
RESEARCH,GEOL,491
FIELD GEOLOGY,GEOL,609
FLD METH HYDROGEOLOGY,GEOL,610
ADVANCED HYDROGEOLOGY,GEOL,614
INTRO PETROLEUM INDUSTRY,GEOL,617
PETROLEUM GEOLOGY,GEOL,619
CONTAM HYDROGEOLOGY,GEOL,621
STABLE ISOTOPE GEOLOGY,GEOL,648
PALEO COMMUNITY ANALYSIS,GEOL,651
EVOLN PATTERNS & THEORY,GEOL,654
SEMINAR,GEOL,681
DIRECTED STUDIES,GEOL,685
RESEARCH,GEOL,691
RESEARCH,GEOP,291
GEOPHYSICAL FIELD METHODS,GEOP,313
GEOPHYSICAL SIGNAL PROCESSING,GEOP,361
RESEARCH,GEOP,491
GEOMECHANICS,GEOP,611
SEISMIC INTERPRETATION,GEOP,629
METHOD GEOPHYSICAL EXPLORATION,GEOP,635
EARTHQUAKE SEISMOLOGY,GEOP,652
RESERVOIR ROCK PHYSICS,GEOP,661
SEMINAR,GEOP,681
DIRECTED STUDIES,GEOP,685
RESEARCH,GEOP,691
INTRO ENVIRON GEOSCIENCE,GEOS,105
DISASTERS & SOCIETY,GEOS,110
ENV GEOS CORNERSTONE,GEOS,205
ENVIRONMENTAL GEOSCIENCE,GEOS,405
GLOBAL CHANGE,GEOS,410
GLOBAL SCI POLICY MAKING,GEOS,430
DATA QUALITY GEOSCIENCES,GEOS,612
DATA GOVERNANCE GEOSCIENCES,GEOS,613
CAPSTONE EXPERIENCE,GEOS,676
BEGINNING GERMAN I,GERM,101
BEGINNING GERMAN II,GERM,102
INTERMEDIATE GERMAN I,GERM,201
INTERMEDIATE GERMAN II,GERM,202
CONVERSATION,GERM,311
GERMAN SHORT FICTION,GERM,315
GERMAN FILM,GERM,435
REPRESENTATIONS OF HOLOCAUST,GERM,441
CONTEM SPANISH CULT,HISP,250
HISPANIC LIT & FILM,HISP,352
LATINO/A LITERATURE,HISP,362
"""SPTP: RACE",HISP,489
HNR-RESEARCH,HISP,491
SEM HIST IDEAS HISP WORLD,HISP,640
SEM CULT ENCOUNTERS & BORDRS,HISP,646
RES METHODS IN LINGUISTC,HISP,650
DIRECTED STUDIES,HISP,685
RESEARCH,HISP,691
PROFESSIONAL STUDY,HISP,692
WESTERN CIV TO 1660,HIST,101
WORLD HIST TO 1500,HIST,103
WORLD HIST SINCE 1500,HIST,104
HISTORY OF THE U S,HIST,105
HISTORY OF THE U S,HIST,106
HOLY WAR,HIST,212
HISTORY OF ENGLAND,HIST,213
HISTORY OF ENGLAND,HIST,214
HIST OF CHRISTIANITY II,HIST,222
REVOLUTIONARY AMERICA,HIST,225
HISTORY OF TEXAS,HIST,226
AM MIL HIST 1609-PRES,HIST,230
HIST AMERICAN SEAPOWER,HIST,232
EUROPEAN MILITARY HISTORY,HIST,234
HISTORIAN'S CRAFT,HIST,280
DIRECTED STUDIES,HIST,285
SPTP: SPORTS HISTORY,HIST,289
BLACKS IN US 1607-1877,HIST,300
SOUTHWEST BORDERLANDS,HIST,304
IMMIGRATION AND ETHNIC,HIST,319
CARIBBEAN SINCE EMANCIP,HIST,327
GLOBAL COMMUNISM,HIST,340
MODERN MIDDLE EAST,HIST,348
HIS OF SCIENCE IN AMER,HIST,363
RELIGION EARLY AMERICA,HIST,365
THE U S  1820-1860,HIST,369
CIVIL WAR & RECONSTR,HIST,370
U S AFTER WORLD WAR II,HIST,374
HIST FRANCE SINCE 1815,HIST,407
SOVIET EXPERIMENT & BEYOND,HIST,412
THE ANCIENT GREEKS,HIST,426
ROMAN EMPIRE TRANSFORMATIONS,HIST,429
IRELAND 1800-PRESENT,HIST,432
17TH CENTURY BRITAIN,HIST,436
AMERICAN LAW SINCE 1865,HIST,448
AMER SOCIETY & CULTURE,HIST,460
AMER FOR RELATIONS SINCE 1913,HIST,463
INT DEV  SINCE 1918,HIST,464
SRVY WORLD HIST ELEM EDUC CERT,HIST,471
WOMENS HISTORY MODERN US,HIST,473
EMPIRE AND HISTORY,HIST,475
SEX & SEXUALITY IN HIST,HIST,476
SEMINAR IN HISTORY,HIST,481
DIRECTED STUDIES,HIST,485
RESEARCH,HIST,491
INDEPENDENT HONORS STD,HIST,497
RES RACE ETHN & MIGRATN,HIST,625
RESEARCH METHODS,HIST,629
RDG SEM IN U S HIST,HIST,632
EUR HIST FRENCH REV PRES,HIST,644
RES WAR AND SOCIETY,HIST,645
DIRECTED STUDIES,HIST,685
RESEARCH,HIST,691
INTRO TO THE DISCIPLNE,HLTH,210
CONCEPTS IN PEER HLTH EDU,HLTH,222
HEALTHY LIFESTYLES,HLTH,231
INTRO HLTH DISPAR & DIVERSITY,HLTH,236
COMP TECH IN HLTH/KINE,HLTH,240
HNR-COMMUNITY HEALTH,HLTH,331
SPIRITUALITY AND HEALTH,HLTH,333
WOMENS HEALTH,HLTH,334
HNR-HUMAN DISEASES,HLTH,335
HUMAN SEXUALITY,HLTH,342
DRUGS & SOCIETY,HLTH,353
MED TERM FOR HLTH PROF,HLTH,354
CONSUMER HEALTH,HLTH,403
HNR-WORKSITE HLTH PROMOTION,HLTH,410
HEALTH ED METHODOLOGY,HLTH,415
HLTH PROGRAM EVALUATION,HLTH,425
ENVIRONMENTAL HEALTH,HLTH,429
CON ISS COMM HLTH INTERN,HLTH,440
SEMINAR IN ALLIED HEALTH,HLTH,481
GRANT WRITING IN HLTH,HLTH,482
COMMUNITY HEALTH INTERNSHIP,HLTH,484
BEH FOUND OF HEALTH ED,HLTH,639
WRITING HLTH EDUCATORS,HLTH,659
PROF INTERNSHIP,HLTH,684
DIRECTED STUDIES,HLTH,685
RESEARCH,HLTH,691
FOUN HOSP HOTEL MGMT TOUR,HMGT,201
DATA DRIVEN DEC MAKING IN HMGT,HMGT,210
EXPERIENCE DESIGN & IMPLEMENT,HMGT,211
MANAGING HOSP & TOUR ORGS,HMGT,223
RECREATION IN AMERICAN CULTURE,HMGT,301
APPLIC TOURISM PRINCIPLES,HMGT,302
MANAGING HUMAN CAPITAL HMGT,HMGT,312
SERVICE QUALITY IN HMGT,HMGT,314
EVENT MANAGEMENT & OPERATIONS,HMGT,320
MKTG DIGITAL AGE HOSP & TOUR,HMGT,331
GLOBAL COMM DIVERSE POP HMGT,HMGT,340
HOTEL RESORT OPERATIONS,HMGT,352
FOOD & BEVERAGE MGMT,HMGT,353
JUNIOR INTERNSHIP,HMGT,384
ENTREPR HOSPIT TOUR & EVENTS,HMGT,401
EVENT MANAGEMENT CAPSTONE,HMGT,424
SUSTAINABLE TOURISM,HMGT,426
LAW NEGOT RISK MGT HOS TOU REC,HMGT,451
SEMINAR,HMGT,481
INTERNSHIP,HMGT,484
SOC SCI FNDTNS HOSP LEIS TOUR,HMGT,602
RES MTHDS HOSP HOTEL TOURISM,HMGT,614
PROFESSIONAL INTRNSHIP,HMGT,684
DIRECTED STUDIES,HMGT,685
SPTP: CURRENT ISSUES SERV MGMT,HMGT,689
RESEARCH,HMGT,691
PROFESSIONAL STUDY,HMGT,693
REGI ROOM HOLD - LORETTA,HOLD,ROOM
HORT SCIENCE & PRACTICES,HORT,201
HORT SCIENCES & PRAC LAB,HORT,202
FLORAL DESIGN,HORT,203
GARDEN SCIENCE,HORT,301
PLANTS FOR SUST LANDSCAPES,HORT,308
INTRO PLANT PHYSIOLOGY,HORT,313
ISSUES IN HORTICULTURE,HORT,315
PLANT PROPAGATION,HORT,326
HORT LANDSCAPE GRAPHICS,HORT,332
SOCIOHORTICULTURE,HORT,335
PLANT BREEDING,HORT,404
UNDERSTANDING WINE,HORT,416
NUT CULTURE,HORT,418
HORT LANDSCAPE INSTALLATION,HORT,425
FLORAL DESIGN WEDDING,HORT,452
FLORAL ART,HORT,453
SEMINAR,HORT,481
INTERNSHIP,HORT,484
DIRECTED STUDIES,HORT,485
SPTP: WINE GEEKOLOGY,HORT,489
RESEARCH,HORT,491
PLANT BIOCHEMISTRY,HORT,607
PLNTS FOR LAND DESIGN II,HORT,609
POST HARVEST BIOLOGY,HORT,630
SPTP: CONTROLLED ENVIRONMENT,HORT,689
RESEARCH,HORT,691
APPLIED RESEARCH METHODS,HPCH,605
COMMUNITY ORG ASSESSMENT,HPCH,610
PROGRAM PLANNING,HPCH,611
PROPOSAL WRITING & GRANTS MGMT,HPCH,665
SMNR IN PUBLIC HEALTH THEORY,HPCH,671
SEMINAR IN PH EVALUATION,HPCH,673
PRACTICUM,HPCH,684
DIRECTED STUDY,HPCH,685
DIRECTED RESEARCH,HPCH,686
RESEARCH,HPCH,691
DOCTORAL CAPSTONE,HPCH,791
MEDICAL SCIENCES JOURNAL CLUB,IBST,605
SEMINAR: MEDICAL SCIENCE,IBST,681
RESEARCH CREDIT: MEDICAL SCI,IBST,691
BUSINESS STUDY ABROAD,IBUS,301
GLOBAL CONTEXT OF BUSINESS: GR,IBUS,310
GLOBAL MARKETING,IBUS,401
INTERNATL ENVIR OF BUS,IBUS,450
ASIAN BUSINESS ENVIRON: SGP,IBUS,455
EUROPEAN INTEGRATION BUS,IBUS,456
LATIN AMERICAN MARKETS,IBUS,459
DIRECTED STUDIES,IBUS,485
DIRECTED STUDIES: CRI,IBUS,685
BIOENERGY,ICPE,603
THE GLOBAL ENERGY FUTURE,ICPE,610
ECONOMICS OF ENERGY,ICPE,611
NATURAL & SHALE GAS MONETIZTN,ICPE,613
SAFETY IN ENERGY SYSTEMS,ICPE,626
SUSTAIN CONSID IN ENERGY,ICPE,631
RENEWABLE ENERGY LAW,ICPE,635
ENERGY IND PROJ PF MGMT,ICPE,636
DATA SCI FUND ENERGY I,ICPE,638
INTRO MACHINE LEARNING ENGY,ICPE,639
SEMINAR,ICPE,681
SPTP: REC TRENDS PROC MOD CTRL,ICPE,689
RESEARCH,ICPE,691
INTRO TO INDSTRL DISTB,IDIS,240
SALES ENGINEERING,IDIS,330
MFGR DISTR RELATIONS,IDIS,340
DISTRIBUTION LOGISTICS,IDIS,343
DIST INFO & CTRL SYS,IDIS,344
DISTRIBUTOR FINANCIAL MGMT,IDIS,364
INDUST DISTRIB TECH SALES SEM,IDIS,371
PURCH APPL IN DIST,IDIS,424
INDUSTRIAL SALES FORCE DEVEL,IDIS,433
QUALITY PRCS IN DISTRIB,IDIS,434
DIST PROJECT & PROCESS MGMT,IDIS,443
ETHICS & LDRSHP DISTRIBUTION,IDIS,444
ANALYTICS FOR DIST OPERATION,IDIS,450
INDUSTRIAL B2B MARKETING,IDIS,471
DISTRIBUTION CUSTOMER EXPER,IDIS,651
LEADING PEOPLE & MANAGING PERF,IDIS,656
DIST PROFIT ANALYSIS,IDIS,664
DIST CAPSTONE PROJECT II,IDIS,665
UNDERSTAND SPECL POPUL,INST,210
FOUND EDUC MULTICULTURAL SOCTY,INST,222
EDUC PSYCHOLOGY,INST,301
ESL METHODS I,INST,362
ESL METHODS II,INST,363
PRINCIPLES OF INTL AFFAIRS,INTA,302
AMERICAN DIPLOMACY,INTA,603
POLITIC CONT MIDDLE EAST,INTA,604
AMERICAN FOREIGN POLICY,INTA,605
INT POLITICS THRY PRACT,INTA,606
EURASIAN SECURITY,INTA,607
GLOBAL ECONOMY,INTA,608
DIPLOMATIC NEGOTIATIONS,INTA,613
ECO DEVELOPMENT IN CHINA,INTA,616
DETERRENCE AND COERCION,INTA,617
INTL ECONOMIC DEVELOPMNT,INTA,630
INTL DEV THEORY & PRAC,INTA,636
INTL ORGANIZATIONS,INTA,643
NATIONAL SECURITY LAW,INTA,650
NATIONAL SECURITY POLICY,INTA,651
INTELL SECURITY AFFAIRS,INTA,652
MILITARY STRATEGY,INTA,654
NATL IMGRT TRSM IN EU,INTA,655
NATO,INTA,661
INTL AFFAIRS CAPSTNE SEM,INTA,670
EAST ASIAN SECURITY,INTA,672
POL VIOL & TERROR INTL SYS,INTA,680
PROF INTERNSHIP,INTA,684
DIRECTED STUDIES,INTA,685
SPTP: GENDER & ARMED CONFLICT,INTA,689
ADV ANALYTIC TRADECRAFT,INTA,698
CLIENTELISM & CORRUP DEV WORLD,INTA,703
AMERICAN GRAND STRATEGY,INTA,704
CHINA'S MILITARY,INTA,709
INTELL COLLECTION SYSTEMS,INTA,710
BRIEFING TRADECRAFT,INTA,711
NONTECH INTRO CYBER POLICY,INTA,712
ADVANCED CYBER POLICY,INTA,713
LATIN AMERICA DEMOCRACY & DEV,INTA,716
COUNTERTERRORISM FINANCING,INTA,718
U.S. MEXICO RELATIONS,INTA,719
HIST STRAT & AMER STATECRAFT,INTA,721
THE POLITICS OF IMMIGRATION,INTA,722
COVERT ACTION,INTA,723
HNR-INTRO TO INTS,INTS,201
CURRENT ISSUES INTL STUD,INTS,205
FOUNDATIONS CULTURAL STUDIES,INTS,211
GLOBAL CINEMA,INTS,215
CONTEMP ISSUES MID EAST,INTS,251
CONTEMP ISSUES GLOBAL SOUTH,INTS,261
DIRECTED STUDIES,INTS,285
INTERNATIONAL EXPERIENCE,INTS,300
THEORIES OF GLOBALIZATION,INTS,301
NATIONS & NATIONALISMS,INTS,403
DIVERSITY GLOBALIZ WORLD,INTS,407
HNR-CULTURE NEOLIB GLOBALISM,INTS,409
GENDER AND THE GLOBAL MODERN,INTS,410
SEMINAR,INTS,481
INTERNSHIP,INTS,484
DIRECTED STUDIES,INTS,485
SPTP: INTELLIGENCE STRUCTURE,INTS,489
HNR-INDEPENDENT HONORS STUDY,INTS,497
HNR-FUNDAMENTALS OF IE DESIGN,ISEN,210
INFORMATICS FOR INDUSTRIAL ENG,ISEN,230
ESSENT MDRN MFTG METH ENGR DES,ISEN,281
ECON ANLY ENGR PROJECT,ISEN,302
UNCERTAINTY MODELING FOR IE,ISEN,310
INTRO DATA ANLY & ENGR,ISEN,311
OPERATIONS RESEARCH I,ISEN,320
HUMAN SYSTEMS INTERACTION,ISEN,330
OPERATIONS RESEARCH II,ISEN,340
QUALITY ENGINEERING,ISEN,350
HNR-SYSTEM SIMULATION,ISEN,355
PRODUCTION SYSTEMS ENGR,ISEN,370
PROFESSIONAL DEVELOPMENT,ISEN,399
FACILITIES DESIGN AND MTL HAND,ISEN,405
ADVANCED ENGINEERING ECONOMY,ISEN,410
ENGR MGMT TECHNIQUES,ISEN,411
ADVANCED DATA ANALYTICS,ISEN,413
TOTAL QUALITY ENGR,ISEN,414
DECISION & RISK ANALYSIS,ISEN,427
SYSTEMS THINKING,ISEN,440
MANUFACTURING OPERATIONS,ISEN,453
CAPSTONE SENIOR DESIGN,ISEN,460
DIRECTED STUDIES,ISEN,485
SPTP: HUMAN FACTORS ENGR AEROS,ISEN,489
HNR-RESEARCH,ISEN,491
INDUS CASE ANALYSIS,ISEN,608
ENGR DATA ANALYSIS,ISEN,613
ADVAN QUALITY CONTROL,ISEN,614
PROD & INVEN CONTROL,ISEN,615
DES & ANALY IND EXPER,ISEN,616
QUAN MOD SUPPLY CHN CDN,ISEN,617
SURVEY OPTIMIZATION,ISEN,620
NON-LINEAR & DYN PROG,ISEN,623
ENGR ANLYS FOR DEC MAK,ISEN,627
ENGR OPTIMIZATION,ISEN,629
HUM OPER IN COMPLX SYS,ISEN,630
COGNITIVE SYSTEMS ENGR,ISEN,631
HUMAN PERFORMANCE MODELING,ISEN,634
LARGE-SCALE STOCH OPTIM,ISEN,636
SYSTEMS ENGR METHODS,ISEN,641
LEAN ENGINEERING,ISEN,645
MGMT CONTROL SYSTEMS,ISEN,663
ENGINEERING ECONOMY,ISEN,667
INTEGER PROGRAMMING,ISEN,668
SEMINAR,ISEN,681
PROFESSIONAL INTERNSHIP: IN-AB,ISEN,684
DIRECTED STUDIES,ISEN,685
SPTP:MONTE CARLO METHODS,ISEN,689
RESEARCH,ISEN,691
BUSN INFO SYSTEM CONCEPT,ISTM,209
HNR-FUND OF INFO SYSTEMS,ISTM,210
PROGRAMMING LOGIC & DESIGN,ISTM,250
PROF DEV INFO SYSTEMS SEMINAR,ISTM,281
NETWORK COMM & INFRASTRUCTURE,ISTM,310
FOUND DATA ANALYTICS NON-MIS,ISTM,313
DATABASE PROGRAMMING,ISTM,315
BUS SYSTEMS ANLY & DESN,ISTM,320
BUSN OBJ ORIENT PROG JAV,ISTM,325
APPLIED PREDICTIVE ANALYTICS,ISTM,360
MGMT INFORMATION SYSTEMS,ISTM,410
INFO SYSTEMS CAPSTONE PROJECT,ISTM,415
CYBERSECURITY MANAGEMENT,ISTM,455
INFORMATION SYSTEMS SEMINAR,ISTM,481
SPTP: FUND OF CLOUD COMPUTING,ISTM,489
FUNDAMENTALS OF BUS PROG,ISTM,601
SYS ANALYSIS & DESIGN,ISTM,620
MIS PROJ MGMT AND IMPL,ISTM,630
IS DESIGN & DEVELOP PROJ,ISTM,631
BUS INFORMATION SECURITY,ISTM,635
DATA WAREHOUSING,ISTM,637
CORP INFO PLAN,ISTM,643
IT SECURITY CONTROLS,ISTM,645
BUSINESS DATA MINING,ISTM,650
SEC MGMT & COMPLIANCE,ISTM,655
APPLIED PREDICTIVE ANALYTICS,ISTM,660
DIRECTED STUDIES,ISTM,685
SPTP: CLOUD COMPUTING TECH,ISTM,689
INFO MGMT FOR DECISION MAKING,ISTM,705
BEGINNING ITALIAN II,ITAL,102
INTERMED ITALIAN II,ITAL,202
DIRECTED STUDIES,ITAL,485
HIGH IMPACT EXP ITDE ENGRS,ITDE,399
ITDE CAPSTONE DESIGN II,ITDE,402
DIRECTED STUDIES,ITDE,485
SPECIAL TOPICS IN,ITDE,489
DEGREE PLAN APPROVAL FOR ITDE,ITDE,499
PROFESSIONAL INTERNSHIP,ITDE,684
DIRECTED STUDIES,ITDE,685
SPTP: RESRCH LIFECYCLE IN ENGR,ITDE,689
RESEARCH,ITDE,691
INTRO TO IT SERVICE MANAGEMENT,ITSV,101
FOUN INFO TECH MGMT,ITSV,272
FOUNDATIONS OF NETWORKING,ITSV,274
UNIX SYS ADMIN PRACT,ITSV,303
CYBERSECURITY DIGITAL ETHICS,ITSV,308
DBASE SYS ADMIN & APPL,ITSV,316
CONTEMP ISSUES IN TCM,ITSV,412
BEGINNING JAPANESE II,JAPN,102
INTERMEDIATE JAPANESE II,JAPN,202
UPPER LEVEL JAPANESE II,JAPN,302
DIRECTED STUDIES,JAPN,485
RESEARCH,JAPN,491
HNR-AMERICAN MASS MEDIA,JOUR,102
MASS MEDIA INFORMATION,JOUR,200
MEDIA WRITING I,JOUR,203
INTERVIEW PRIN & PRACT,JOUR,215
COMM TECHNOLOGY SKILLS,JOUR,230
NEW MEDIA AND IND VOICE,JOUR,250
SPTP: PODCASTING: AUDIO STORY,JOUR,289
COMM LAW & POLICY,JOUR,301
"""MEDIA",JOUR,346
REPORTING SPORTS,JOUR,359
INTERNATIONAL COMM,JOUR,365
INTERNSHIP,JOUR,484
SPTP: VISUAL JOURNALISM,JOUR,489
JOUR AS A PROFESSION,JOUR,490
INTRO TO JEWISH STUDIES,JWST,201
DIRECTED STUDIES,JWST,285
SCI BASIC HLTH&FIT BODY WT ST,KINE,120
PHYS & MOTOR FITNESS,KINE,121
MAJORS AEROBIC MOVEMENT,KINE,199
THE ART OF MOVEMENT,KINE,210
FOUNDATIONS OF KINE,KINE,213
FUNDAMENTALS OF COACHING,KINE,215
FIRST AID,KINE,216
INTRO SCI HLTH&FIT ACTION BALL,KINE,223
CULTURE OF WELLNESS TAI CHI,KINE,282
DIRECTED STUDIES,KINE,285
APPL EXER PHYSIOL COACHS,KINE,302
SPORT NUTRITION,KINE,305
LIFESPAN MOTOR DEVELOP,KINE,307
COACHING OF BASEBALL,KINE,312
COACHING OF SOCCER,KINE,314
ATHLETIC INJURIES,KINE,318
CAREER DEV COACH & YOUTH DEV,KINE,324
COACHING GROUP FITNESS,KINE,335
ESSENTIAL STRENGTH & CONDITION,KINE,340
COACHING OF BASKETBALL,KINE,351
COACHING OF TRACK,KINE,355
COACHING PSYC,KINE,404
MTR LEARN & SKILL PERF,KINE,406
MOTOR CONTROL & LEARNING LAB,KINE,407
EXERCISE BIOMECHANICS,KINE,426
THERAPEUTIC PRINCIPLES,KINE,427
EXERCISE BIOMECHANICS LAB,KINE,428
PHYSIOLOGY OF EXERCISE,KINE,433
PHYS OF EXERCISE LAB,KINE,435
EXERCISE EVAL & PRESCP,KINE,439
PRACTICUM IN KINESIOLOGY,KINE,483
INTERNSHIP IN KINE,KINE,484
DIRECTED STUDIES,KINE,485
RESEARCH,KINE,491
RDG RSCH PUBL IN KINE,KINE,601
EXTERNAL RESEARCH FUND DEVELOP,KINE,614
EXERCISE CLIN POPULATION,KINE,626
PHYSIOLOGY STRENGTH COND,KINE,629
PERIODIZED MODELS,KINE,630
EXERCISE PHYSIOLOGY,KINE,637
EXERCISE ECG,KINE,639
MOTOR NEUROSCIENCE II,KINE,640
INST & TECH EX PHYS I,KINE,647
INTRO HUM CLIN RSCH,KINE,651
SEMINAR: KINESIOLOGY,KINE,681
SEMINAR: CODING KINEMATICS,KINE,682
PRACTICUM IN KINESIOLOGY,KINE,683
PROF INTERNSHIP,KINE,684
DIRECTED STUDIES,KINE,685
THEORY OF RES IN DISCI,KINE,690
RESEARCH,KINE,691
SUPERVISED STD TCHNG,KNFB,450
INTRO LAND ARCH PRACT,LAND,101
LAND ARCH COMMUNICATN II,LAND,112
LANDSCAPE DESIGN II,LAND,212
LAND CONSTRUCTION II,LAND,232
HIST OF LANDSCPE ARCH,LAND,240
HIST &DEV LAND ARCH IN AMERICA,LAND,241
LANDSCAPE DESIGN IV,LAND,312
LAND CONSTRUCTION III,LAND,331
LANDSCAPE DESIGN VI,LAND,412
PROFESSIONAL PRACTICE,LAND,431
DIRECTED STUDIES,LAND,485
SPTP: LA PLANT DESIGN,LAND,489
LAND ARCH DES THY APP II,LAND,602
LAND ARCH CONSTRUCTION,LAND,614
OPEN SP LAND USE PLAN II,LAND,621
DEVELOPMENT OF LAND ARCH,LAND,630
DESIGN FOR ACTIVE LIVING,LAND,632
CONCEPTS OF ECO PLAN DSN,LAND,635
RSCH MTD IN LAND ARCH,LAND,640
PROFESSIONAL PRACTICE,LAND,646
SEMINAR,LAND,681
DIRECTED STUDIES,LAND,685
PROFESSIONAL STUDY,LAND,693
CONSTITUTIONAL LAW,LAW,602
CONTRACTS,LAW,603
PROPERTY,LAW,605
BUSINESS ASSOCIATIONS I,LAW,607
WILLS & ESTATES,LAW,610
EVIDENCE,LAW,611
PROFESSIONAL RESP,LAW,612
RETIREMENT PLAN & EMPL BENEFIT,LAW,615
CONTRACT LAW & STRATEGIES,LAW,618
PRINCIPLES OF REGULATORY LAW,LAW,619
EU TAX RISK MANAGEMENT,LAW,620
FOUNDATIONS OF BUSINESS LAW,LAW,621
DIGITAL FORENSICS,LAW,623
TRANSFER PRICING I,LAW,625
TRANSFER PRICING II INTANGIBLE,LAW,626
FOUNDATIONS OF CYBERSECURITY,LAW,630
HEALTH INFO MGMT & LIABILITY,LAW,635
EMPLOYMENT LAW,LAW,639
LEGAL RESEARCH FOR CLIENTS,LAW,641
PROPERTY LAW & TRANSACTIONS,LAW,643
HEALTH ORGS & PROF RELATIONS,LAW,645
NONPROFIT AND FIDUCIARY ADMIN,LAW,650
MIN TITLE EXAM & REAL EST TRAN,LAW,652
HEALTHCARE TRANS & ANTITRUST,LAW,657
PAYER SYSTEMS & REIMBURSEMENT,LAW,660
LEGAL ANLYS & WRITING CLIENTS,LAW,667
US INTL TAX RISK MGMT,LAW,669
LABOR LAW,LAW,673
ENERGY LAW,LAW,677
EMPLOYEE BENEFITS LAW,LAW,678
WORKPLACE CONFLICT MGMT,LAW,679
WIND LAW,LAW,683
DIRECTED STUDIES,LAW,685
MERGERS & ACQUISITIONS,LAW,686
OIL & GAS REGULATORY PRACTICES,LAW,687
SPTP: LARW FOR FORGN-TRND ATTY,LAW,689
INSURANCE LAW & RISK TRANSFER,LAW,694
PATENT LAW,LAW,699
ANALYSIS RES & WRIT II,LAW,7002
ADR SURVEY,LAW,7007
